Institution Number,PI Last Name,PI First Name,PI Department Name,Investigator ALL Last Name,Investigator ALL First Name,Investigator ALL Dept or Unit,Sponsor Name,Project Title,Requested Project Period Start Date,Requested Project Period End Date,Project Total Requested Sponsor Costs (entire project),Current Proposal Status,Current Proposal Status Date,ARRA Funding,Sponsor Award Number
PT103192,Meloy,Linda,Pediatrics,Nesgoda~Engram~Meloy~,Leah~April~Linda~,Psychiatry~Massey Cancer Center~Pediatrics~,UCB Pharma_ Inc.,Safety of Levocetirizine Oral Drops in Children Aged 6 Months to 11 months - Protocol 423,7-Apr-08,14-Feb-10,46504,Award Closed,4-Oct-10,N,A00423
PT103194,Koc,Muammer,Mechanical Engineering,Koc~Mahabunphachai~,Muammer~Sasawat~,Mechanical Engineering~Mechanical Engineering~,National Science Foundation,Investigations on multi-scale modeling for micro-manufacturing of micro-feature arrays on large surface areas,1-Jun-08,31-May-11,249316,Proposal Not Awarded,17-Jun-08,N,NA
PT103195,Koc,Muammer,Mechanical Engineering,Koc~,Muammer~,Mechanical Engineering~,National Science Foundation,GOALI: Collaborative Reseaerch: Formability and Structural Integrity Characteristics of Friction Stir Welded Lightweight Alloys at Elevated Temps,1-Jun-08,31-May-11,233438,Proposal Not Awarded,5-Aug-08,N,NA
PT103196,Carcaise-Edinboro,Patricia,Massey Cancer Center,Carcaise-Edinboro~,Patricia~,Massey Cancer Center~,American Association for Cancer Research,Inadequate Cancer Screening and the Uninsured: Examining Root Causes,1-Jul-08,1-Jul-10,200000,Proposal Not Awarded,5-Aug-08,N,NA
PT103197,Bukaveckas,Paul,Biology,Bukaveckas~,Paul~,Biology~,NA,Development and Application of an Impact Assessment Tool for the Tidal Freshwater James River,1-Feb-09,31-Jan-11,131790,Proposal Not Awarded,23-Sep-10,N,NA
PT103198,McCallister,Shannon,Biology,Randolph~McCallister~,Aaron~Shannon~,Massey Cancer Center~Biology~,National Science Foundation,"Collaborative Proposal: How Important is ""Old"" Carbon in the Lake Superior Carbon Cycle? A Radiocarbon Investigation",1-Sep-08,31-Aug-12,183190,Award In Closeout,13-Feb-13,N,OCE-0825403
PT103199,Jena,Puru,Physics,Jena~,Puru~,Physics~,Department of Energy,Carbon-based Materials for High Density Hydrogen Storage,1-Sep-08,31-Aug-11,559803,Proposal Not Awarded,15-Jan-09,N,NA
PT103200,Baldwin,Sheryl,Center for Study of Biological Complexity,Baldwin~,Sheryl~,Center for Study of Biological Complexity~,American Chemical Society,Education for Industry: Capturing Institutional Wisdome from Industrial Executives,8-Jan-08,30-Jun-09,9990,Proposal Not Awarded,5-Aug-08,N,NA
PT103202,Edmond,Michael,Quality Health Care,Edmond~Bearman~,Michael~Gonzalo~,Infectious Disease~Infectious Disease~,BioVigil_ LLC,Use of Sensor Technology and Wireless Telemetry to Monitor Hand Hygiene Compliance in the Inpatient Setting,1-Sep-08,31-Dec-09,27462,Award Closed,24-May-10,N,NA
PT103203,Desai,Umesh,Medicinal Chemistry Pharmacy,Desai~Zhou~,Umesh~Qibing~,Medicinal Chemistry Pharmacy~Chemistry~,Prevent Cancer Foundation,Anit-Tumor Effects of Designed_ Non-Saccharide Anticoagulants,1-Jul-08,30-Jun-09,100000,Proposal Not Awarded,8-Aug-08,N,NA
PT103204,Meloy,Linda,Pediatrics,Meloy~,Linda~,Pediatrics~,Novartis Vaccines and Diagnostics,A Phase 3_ Open-Label_ Randomized_ Multi-Center Study to Evaluate the Safety and Immunogenicity of ProQuad Vaccine when Administered Concomitantly with Novartis Menningococcal ACWY Conjugate Vaccine to Healthy Toddlers,14-Apr-08,31-Jan-12,136976,Award In Closeout,31-May-12,N,V59P21
PT103207,Waterhouse,Elizabeth,Neurology,Burakgazi~O'Hara~Waterhouse~,Evren~Kathryn~Elizabeth~,Neurology~Neurology~Neurology~,Schwarz BioSciences_ Inc.,SP-904 A Multicenter_ Open-Label Extension Trial to Assess the Long-term Use of Lacosamide Monotherapy and Safety of Lacosamide Monotherapy and Adjunctive Therapy in Subjects with Partial-onset Seizures,12-Mar-08,31-Mar-12,41912,Award In Closeout,17-Oct-12,N,SP904
PT103208,Buck,Gregory,Life Sciences,Alves~Serrano~Hendricks~Rivera~Gao~Sheth~Buck~Matveyev~,Joao~Myrna~Stephanie~Maria~Yuan~Nihar~Gregory~Andrey~,Microbiology and Immunology~Microbiology and Immunology~Microbiology and Immunology~Biology~Life Sciences~Center for Study of Biological Complexity~Center for Study of Biological Complexity~Biology~,National Science Foundation,Genomic Diversity Evolution in Euglenoza,1-Dec-08,3-Nov-11,1588784,Proposal Not Awarded,18-Aug-08,N,NA
PT103209,Quillin,John,Human and Molecular Genetics,Quillin~,John~,Human and Molecular Genetics~,William & Mary,Impact of Electronic Medical Record with Family Health History for Genomic Application,30-Sep-08,29-Sep-11,175265,Proposal Not Awarded,15-Sep-10,N,NA
PT103211,Mayer,Darly,Biology,Mayer~Zhou~,Darly~Qibing~,Biology~Chemistry~,Jeffress,Biological Activity of a Novel Antimalarial Cis-Terpenones,1-Jul-08,30-Jun-12,50552,Award Closed,27-Nov-13,N,J-923
PT103212,Westkaemper,Richard,Medicinal Chemistry Pharmacy,Westkaemper~,Richard~,Medicinal Chemistry Pharmacy~,University of North Carolina at Chapel Hill,Diterpines as Selective Kappa Opioid Receptor Agonists,1-Dec-08,30-Nov-13,387400,Proposal Not Awarded,2-Apr-10,N,not awarded
PT103213,Siebers,Jeffrey,Radiation Oncology,Post Doc~Wang~Xu~Sayah~Siebers~,~Song~Huijun~Nahla~Jeffrey~,Radiation Oncology~Radiation Oncology~Radiation Oncology~Radiation Oncology~Radiation Oncology~,Philips Radiation Oncology Systems,Advanced Algorithm Development for the Pinnacle3 Treatment Planning System: MC Dose Calculations for IMRT Dose Calculation and Probablistic Treatment Planning,1-Apr-09,30-Sep-12,383030,Award In Closeout,14-Nov-13,N,NA
PT103215,Fox,J,Center for Environmental Studies,Connors~McDonnough~Fox~,Vickie~Jacqueline~J~,Center for Environmental Studies~SOE Teach Lrng Dept~Center for Environmental Studies~,National Oceanic & Atmospheric Administration/Department of Commerce,Airshed to Watershed: Measurement to Management,1-Nov-08,31-Oct-12,741576,Proposal Not Awarded,8-May-08,N,NA
PT103216,Sterling,Richard,Gastroenterology - Internal Medicine,RN Coordinator~RN Coordinator~Shiffman~Sterling~,~~Mitchell~Richard~,Internal Medicine~Gastroenterology~Gastroenterology - Internal Medicine~Gastroenterology - Internal Medicine~,Roche Laboratories_ Inc.,Prospective Observational Study on the Predictors of Early-On Treatment Response and Sustained Virological Response in a Cohort of Treatment Naive HCV-Infected Patients Treated with Pegylated Interferons_ Protocol MV21542,10-Apr-08,31-Oct-10,433090,Award In Closeout,11-Feb-11,N,MV21542
PT103217,Damaj,M,Pharmacology and Toxicology,Muldoon~Damaj~,Pretal~M~,Pharmacology and Toxicology~Pharmacology and Toxicology~,Targacept_ Inc.,Investigating Nicotinic Ligands in Dependence and Pain Models,15-Mar-08,14-Mar-10,100000,Award In Closeout,3-May-11,N,07-030-0493
PT103218,Motai,Yuichi,Electrical and Computer Engineering,Motai~,Yuichi~,Electrical and Computer Engineering~,Med Associates_ Inc,Education and Research on Biomedical Applications,NA,NA,0,Proposal Not Awarded,6-Jul-10,N,NA
PT103219,Parker,Lorraine,Computer Science,Parker~,Lorraine~,Computer Science~,National Institute of Standards & Technology/Technology Administration/DOC,NIST Summer Undergraduate Research Fellowship Programs.,1-May-08,1-Sep-08,29360,Proposal Not Awarded,30-May-08,N,NA
PT103220,McLeskey,James,Mechanical Engineering,McLeskey~,James~,Mechanical Engineering~,National Science Foundation,Collaborative Research: Efficient Polymer Solar Cells from Variable-bandgap Triplet Exciton Polymers and Aligned Nanotubes.,1-Sep-08,31-Aug-11,148970,Proposal Not Awarded,17-Sep-08,N,NA
PT103223,Yadavalli,Vamsi,Chemical Engineering,Yadavalli~,Vamsi~,Chemical Engineering~,Jeffress,Single Molecule Interaction Studies of an Angiogenic factor with Stranded Oligonucleotides,1-Jul-08,30-Jun-10,44356,Award Closed,7-May-14,N,J-922
PT103224,Sandhu,Bimaljit,Gastroenterology - Internal Medicine,Sandhu~,Bimaljit~,Gastroenterology - Internal Medicine~,University of Pittsburgh,Mechanisms and Models of Morbidity in Acute Pancreatitis,1-Dec-08,30-Nov-13,337627,Proposal Not Awarded,16-Jan-09,N,NA
PT103225,Kendler,Kenneth,Psychiatry,Dick~Sun~Kendler~Maes~,Danielle~Shumei~Kenneth~Hermine~,Psychiatry~Biostatistics~Psychiatry~Human and Molecular Genetics~,Burroughs Wellcome Fund,Etiology of Psychiatric and Substance Use Disorders: Molecular variants_ environmental exposures and statistical models,1-Feb-09,31-Mar-14,2498377,Proposal Not Awarded,16-Sep-10,N,NA
PT103227,Parrish,William,Wilder School of Government and Public Affairs,Aughenbaugh~Brock~Leighty~McDougle~Parrish~Burke~,John~Deborah~William~Robyn~William~James~,NA,Department of Homeland Security,Customs and Border Protection Leadership Institute,4-Apr-08,3-Apr-09,1033183,Proposal Not Awarded,9-Jun-08,N,NA
PT103229,Parrish,William,Wilder School of Government and Public Affairs,Aughenbaugh~Brock~Leighty~McDougle~Parrish~Burke~,John~Deborah~William~Robyn~William~James~,NA,Department of Homeland Security,Customs and Border Protection Leadership Institute,4-Apr-08,3-Apr-09,842716,Proposal Not Awarded,9-Jun-08,N,NA
PT103230,Ross,Scott,Health and Human Performance,Ross~,Scott~,Health and Human Performance~,National Athletic Trainers' Association Research and Education Foundation,The Effects of a 4-Week Biomechanical Ankle Platform System (BAPS) on Subjects with Fuctional Ankle Instability. Fellow: Shelley Linens,1-Sep-08,31-Dec-09,2500,Award Closed,26-Nov-13,N,308DGP007
PT103231,Luketic,Velimir,Gastroenterology - Internal Medicine,Luketic~,Velimir~,Gastroenterology - Internal Medicine~,University of Texas Southwestern Medical Center at Dallas,Initiation of a multi-center clinical study implementation planning grants,1-Dec-08,30-Nov-10,5960,Proposal Not Awarded,26-Jan-09,N,NA
PT103232,Tombes,Robert,Biology,Rothschild~Tombes~,Sarah~Robert~,Biology~Biology~,Jeffress,Multifunctional Roles for CaMK-II in Veterbrate Development,1-Jan-08,30-Jun-09,30000,Award Archived,20-Sep-11,N,J-911
PT103233,Sanderson,Howard,Center for Public Policy,Sanderson~,Howard~,Center for Public Policy~,Virginia Department of Corrections,Forecasting the State Responsible Inmate Populations in VA's Jails and Prisons,1-Mar-08,15-Oct-08,4500,Award Archived,20-Sep-11,N,DOC-08-058
PT103234,Khanna,Shiv,Physics,Khanna~,Shiv~,Physics~,Department of Energy,Endohedral Metallofullerenes and Silicon Cages Containing Rare-earth Motifs,1-Sep-08,31-Aug-11,775669,Proposal Withdrawn,14-Oct-08,N,NA
PT103236,Dumenci,Levent,Social and Behavioral Health,Dumenci~,Levent~,Social and Behavioral Health~,University of Pennsylvania,Assesing Parental Problem Recognition,1-Dec-08,30-Nov-13,132618,Proposal Not Awarded,17-Sep-10,N,NA
PT103237,Meredith,Marvin,Anatomy and Neurobiology,Cios~Meredith~,Krzysztof~Marvin~,Computer Science~Anatomy and Neurobiology~,National Institute of Neurological Disorders and Stroke/NIH/DHHS,Computational Models of Multisensory Processing,1-Dec-08,30-Nov-11,800464,Award In Closeout,13-Feb-13,N,5R01NS064675-03
PT103238,Eissenberg,Thomas,Psychology,Eissenberg~,Thomas~,Psychology~,University of Memphis,PREP use_ oxidative_ stress_ and associated biomarkers,1-Dec-08,30-Nov-11,80730,Proposal Not Awarded,17-Sep-10,N,NA
PT103239,Sterling,Richard,Gastroenterology - Internal Medicine,Smith~Hofmann~Contos~Sanyal~Luketic~Sterling~,Paula~Charlotte~Melissa~Arun~Velimir~Richard~,Gastroenterology - Internal Medicine~Internal Medicine~Pathology~Gastroenterology - Internal Medicine~Gastroenterology - Internal Medicine~Gastroenterology - Internal Medicine~,National Institute of Diabetes and Digestive and Kidney Diseases/NIH/DHHS,Hepatitis B Clinical Research Network,1-Dec-08,30-Nov-15,2930114,Awarded,14-Sep-12,N,5U01DK082923-07
PT103240,Rice,Ann,Neurology,Goodman~Rice~,William~Ann~,Neurology~Neurology~,Jeffress,Developmental dependence of bilirubin neurotoxicity,7-Jan-08,31-Dec-10,40000,Award Closed,12-Sep-13,N,J-909
PT103241,Fong,Stephen,Chemical Engineering,Fong~,Stephen~,Chemical Engineering~,Jeffress,Studying Effects of Evolutionary Genetic Changes of Engineered Strains,1-Jul-08,31-Dec-10,35500,Award Archived,22-Oct-12,N,J-915
PT103242,Pidaparti,Ramana,Mechanical Engineering,Yadavalli~Pidaparti~,Vamsi~Ramana~,Chemical Engineering~Mechanical Engineering~,National Science Foundation,Controlled Collagen/DNA Complexes for Superior Properties,1-Sep-08,31-Aug-11,318337,Proposal Not Awarded,13-Sep-10,N,NA
PT103243,Vahedi Tafreshi,Hooman,No Home Department,Vahedi Tafreshi~Leang~Gad-el-Hak~,Hooman~Kam~Mohamed~,Mechanical Engineering~Mechanical Engineering~Mechanical Engineering~,National Science Foundation,Active Control of Nozzle Shape Change and its Effect on the Breakup Mode,1-Sep-08,31-Aug-11,346641,Proposal Not Awarded,17-Sep-08,N,NA
PT103244,Schwamm,Jeffrey,MSW Program,Schwamm~,Jeffrey~,MSW Program~,George Mason University,Recovery_ Rehabilitation_ and Reintegration into the Community: Promoting,1-Jul-08,31-Aug-09,33467,Proposal Not Awarded,16-Jan-09,N,NA
PT103246,El-Kaderi,Hani,Chemistry,El-Kaderi~,Hani~,Chemistry~,Department of Energy,Chemical and Electronic Tuning of Nanoporous Organic Polymers,1-Sep-08,31-Aug-11,500736,Proposal Not Awarded,22-Apr-08,N,NA
PT103247,McCallister,Shannon,Biology,McCallister~,Shannon~,Biology~,Jeffress,Cellular Council of Ecosystem Metabolic Balance and CO2 Flux,1-Jul-08,30-Jun-09,30000,Proposal Not Awarded,16-Jan-09,N,NA
PT103248,Mossi,Karla,Mechanical Engineering,Mossi~,Karla~,Mechanical Engineering~,National Aeronautics & Space Administration,Development and Characterization of Electromechanical Actuactors for Pizo-motor based application,1-Jul-08,30-Jun-09,30000,Proposal Not Awarded,16-Sep-10,N,NA
PT103249,Zhao,Zhongming,Psychiatry,Zhao~,Zhongming~,Psychiatry~,Jeffress,Investigation of Non-coding RNA Genes in Schizophrenia,1-Jan-08,30-Jun-10,40000,Award Archived,15-Apr-13,N,J-900
PT103250,Fulcher,Ann,Radiology,Idowu~Halvorsen~Jolles~Fulcher~Bear~Baker~,Michael~Robert~Paul~Ann~Harry~Sherman~,Pathology~Radiology~Radiology~Radiology~Surgery~Hematology/Oncology - Internal Medicine~,American College of Radiology Imaging Network,ACRIN Participant Institution Master Agreement,1-Jan-08,30-Jun-13,182870,Award In Closeout,21-Mar-14,N,Institution 4277 Mod 2
PT103251,Hackett,John,Medicinal Chemistry Pharmacy,Hackett~,John~,Physiology and Biophysics~,Jeffress,Biophysical Characterization of Mycobacterium Tuberculosis Cytochrome P450 132,1-Jul-08,31-Dec-09,30000,Award In Closeout,3-May-10,N,J-901
PT103252,Jin,Yan,Mass Communication,Jin~Stewart~,Yan~Sean~,Mass Communication~English~,International Association of Business Communicators,Managing Information Overload in the Workplace: A Messaging Quality Control and Relationship Building Approach,1-Apr-08,1-Sep-08,10000,Proposal Not Awarded,2-Jun-08,N,NA
PT103253,Fuchs,Michael,Gastroenterology - Internal Medicine,Fuchs~,Michael~,Gastroenterology - Internal Medicine~,Jeffress,The Role of Liver Fatty Acid Binding Protein 1 and Sterol Carrier Protein 2 in Cholesterol Homeostasis,1-Jul-08,31-Dec-09,30000,Award In Closeout,3-May-10,N,J-920
PT103254,Francis,Gary,Pediatrics,Francis~Voelkel~Wickham~Wegelin~Sweeney~Sreedhar~,Gary~Norbert~Edmond~Jacob~Lori~Sue~,Pediatrics~Pulmonary Disease~Endocrinology and Metabolism~Biostatistics~Endocrinology and Metabolism~Pediatrics~,Juvenile Diabetes Research Foundation International,Circulating Endothelial Cells in Diabetic Ketoacidosis,1-Jun-08,31-May-09,110000,Proposal Not Awarded,11-Aug-08,N,NA
PT103256,Hettema,John,Psychiatry,Kettenmann~Hettema~,Birgit~John~,Radiology~Psychiatry~,Brain & Behavior Research Foundation,A Twin Imaging Study of Major Depression,15-Sep-08,15-Sep-10,98843,Proposal Not Awarded,2-Sep-08,N,NA
PT103257,Silberg,Judy,Human and Molecular Genetics,Silberg~,Judy~,Human and Molecular Genetics~,Brain & Behavior Research Foundation,Gene Environment Interaction in the Development of Mood_ Behavioral_ and Anxiety Disorders in Preschoolers: The Puerto Rican Neonatal Twin Registry (PRNTR).,15-Sep-08,14-Sep-10,99188,Proposal Not Awarded,26-Jan-09,N,NA
PT103258,Grant,Steven,Hematology/Oncology - Internal Medicine,Grant~Dent~Dai~,Steven~Paul~Yun~,Hematology/Oncology - Internal Medicine~Biochemistry and Molecular Biology~Hematology/Oncology - Internal Medicine~,University of Rochester Medical Center,Novel Experimental Therapeutics for AML,1-Oct-08,30-Sep-13,1447979,Proposal Not Awarded,17-Sep-10,N,NA
PT103259,Pandya,Arti,Human and Molecular Genetics,Pandya~,Arti~,Human and Molecular Genetics~,Jeffress,Molecular Testing for Select Causes of Genetic Deafness: An Adjunct to Audiologic Newborn Screening,1-Jul-08,30-Jun-09,29960,Proposal Not Awarded,26-Jan-09,N,NA
PT103260,Vladimirov,Vladimir,Psychiatry,McClay~Aberg~Ma~Reimers~McMichael~Vladimirov~Van Den Oord~,Joseph~Karolina~Jiong~Mark~Gowon~Vladimir~Edwin~,Pharmacotherapy & Outcomes Science~Pharmacotherapy & Outcomes Science~Engineering Program~Psychiatry~Psychiatry~Psychiatry~Pharmacotherapy & Outcomes Science~,Stanley Medical Research Institute (The),MicroRNAs in schizophrenia: assessment of differential expression_ interaction with candidate genes and effects of target genetic variation in the SMRI post-mortem brain tissue panel,1-Aug-10,31-Jul-14,1392737,Award In Closeout,21-Mar-14,N,08R-1959
PT103262,Sweeney,Lori,Endocrinology and Metabolism,Sweeney~,Lori~,Endocrinology and Metabolism~,Jeffress,The Female Factor in Primary Pulmonary Hypertension,1-Sep-08,1-Sep-09,30000,Award Closed,27-Nov-13,N,J-902
PT103263,Tufekci,Eser,Orthodontics,Tufekci~,Eser~,Orthodontics~,Jeffress,Next Generation Elastomeric Rings: Design and Performance,1-Jul-08,30-Jun-09,28827,Proposal Not Awarded,16-Sep-10,N,NA
PT103264,Walker,William,Physical Medicine and Rehabilitation,Walker~,William~,Physical Medicine and Rehabilitation~,Jackson (Henry M.) Foundation,Richmond VAMC Defense & Veterans Brain Injury Center (DVBIC) Support,17-Mar-08,16-Dec-08,80126,Award In Closeout,27-Aug-09,N,183222-MOD1
PT103265,Archer,Kellie,Biostatistics,Archer~,Kellie~,Biostatistics~,University of Virginia,Cervical Cancer_ HPV_ and HPV Genotypes in Guyana,1-Oct-08,30-Sep-10,35901,Proposal Not Awarded,23-Sep-10,N,NA
PT103266,Bentley,Kia,MSW Program,Leisey~Bentley~Davey~,Monica~Kia~Timothy~,Institute for Women's Health~MSW Program~MSW Program~,Virginia Department of Social Services,Family and Children's Trust Fund Social Indicators Project,1-Mar-08,31-Dec-08,29389,Award Archived,22-Oct-12,N,NA
PT103267,Voelkel,Norbert,Internal Medicine,Kraskauskas~Voelkel~,Donatas~Norbert~,Internal Medicine~Pulmonary Disease~,University of Colorado,Research Study of Chronic Obstructive Pulmonary Disease Using Lung Tissue,29-Jan-08,31-Jul-10,134352,Award In Closeout,23-Jun-11,N,FY09 242.001
PT103269,Chen,Xiangning,Psychiatry,Chen~,Xiangning~,Psychiatry~,Brain & Behavior Research Foundation,A Comparative Study of Transcriptome of Schizohrenia Patients and Controls by Solexa Sequencing,1-Jul-08,30-Jun-10,99541,Award In Closeout,21-Mar-14,N,NA
PT103271,Leiber,Michael,Wilder School of Government and Public Affairs,Leiber~,Michael~,Wilder School of Government and Public Affairs~,National Institute of Justice/Department of Justice,Race and Detention Decision-Making & Juvenile Cout Outcomes & Recidivism,1-Sep-08,31-Aug-10,333246,Proposal Not Awarded,31-Oct-08,N,NA
PT103272,Elsea,Sarah,Pediatrics,Elsea~,Sarah~,Pediatrics~,Brain & Behavior Research Foundation,Insight into Autism Spectrum Disorders: Defining the Molocular Pathways,15-Sep-08,14-Sep-10,99451,Proposal Not Awarded,13-Jan-09,N,NA
